DAY,DEFI_TREASURY_INDEX,NON_DEFI_TREASURY_INDEX,SIRLOIN_INDEX,WSTETH_NORMALIZED,WBTC_NORMALIZED_PRICE,WBTC_DAILY_RETURN,WETH_NORMALIZED_PRICE,WETH_DAILY_RETURN
2024-06-02 00:00:00.000,299.793397417,163.617982898,160.270181089,202.919419608,220.138407636,0.002366160761,194.095754272,0.002676580449
2024-06-01 00:00:00.000,303.832008398,164.704359521,161.02511558,204.543616699,219.618754357,-0.0054572331,193.577628177,0.005990056953
2024-05-31 00:00:00.000,297.078002208,159.899388694,159.779833084,201.943522968,220.823841534,-0.0007281618747,192.424991518,0.000002436158798
2024-05-30 00:00:00.000,301.212749956,159.844446285,159.377963476,201.124762229,220.984754207,0.0008947869017,192.424522742,-0.01243558163
2024-05-29 00:00:00.000,286.963372125,159.993372463,159.973845935,202.407119818,220.787196716,-0.004449758519,194.847565549,-0.0125778469
2024-05-28 00:00:00.000,293.356413737,162.222715437,161.872970964,206.465085506,221.774037629,-0.01132990613,197.329546371,-0.01135972645
2024-05-27 00:00:00.000,301.334816904,163.39645961,162.449113546,207.719875394,224.315511316,0.0006454282567,199.5969127,0.0282725089
2024-05-26 00:00:00.000,300.25797946,161.822516959,161.352003219,205.416134457,224.170825131,0.001375989408,194.108965251,0.01375982415
2024-05-25 00:00:00.000,300.11411844,159.395349116,159.249398877,201.013572498,223.8627923,0.01607331035,191.474312383,0.003422641065
2024-05-24 00:00:00.000,297.159985926,158.784533978,158.80339341,200.102459958,220.321496509,-0.01464891114,190.821199908,-0.0154729896
2024-05-23 00:00:00.000,296.731154138,159.758787726,159.743389939,202.108469717,223.596948338,-0.01608119976,193.8201775,0.009752386061
2024-05-22 00:00:00.000,292.205988392,158.868091044,159.067313663,200.713544012,227.251423882,-0.009204059879,191.948224313,0.01030270757
2024-05-21 00:00:00.000,295.781638421,161.067464361,160.349416934,203.446422172,229.362489974,0.04768999097,189.990804611,0.1777249172
2024-05-20 00:00:00.000,305.601122056,156.614450479,156.792096502,196.046332117,218.922097138,0.008477701341,161.320187619,0.01852042937
2024-05-19 00:00:00.000,270.177819472,136.411798927,140.763066738,164.74090955,217.081742955,-0.001579672722,158.386796149,-0.004315367415
2024-05-18 00:00:00.000,277.217958281,138.436141242,142.051761074,167.288624647,217.425203618,0.01186731862,159.073255693,0.02893454726
2024-05-17 00:00:00.000,279.152410741,137.528211968,141.157090405,165.564264907,214.875211025,0.00494418347,154.599975399,0.01119417702
2024-05-16 00:00:00.000,270.506657535,132.205444997,137.007835875,157.620172206,213.81805533,0.04191439214,152.888514305,0.01918800854
2024-05-15 00:00:00.000,274.015114688,135.02562863,139.505830322,162.4877094,205.21652925,0.02002970593,150.010118864,0.007007723068
2024-05-14 00:00:00.000,260.069859967,129.922678267,135.358440502,154.603806181,201.186816479,-0.00303200988,148.966204953,-0.009197265147
2024-05-13 00:00:00.000,265.299990139,132.407508874,137.091076213,157.952363011,201.798672046,0.01758807176,150.349004613,0.005595800528
2024-05-12 00:00:00.000,267.617204013,132.143216229,136.642243136,157.117521112,198.310768027,0.003522483836,149.512363252,0.002755184508
2024-05-11 00:00:00.000,268.298038902,131.778059156,136.060337797,156.030434743,197.614673534,-0.02111879822,149.101560941,-0.02545213842
2024-05-10 00:00:00.000,266.186063714,131.604205436,136.023579302,155.987245343,201.878096315,0.009180882992,152.995626812,-0.000559419612
2024-05-09 00:00:00.000,277.234876719,135.80734728,139.43666446,162.637953374,200.041538358,-0.01106515272,153.081263473,-0.004654500679
2024-05-08 00:00:00.000,273.642651588,132.907708647,137.79872283,159.498911076,202.279795184,-0.01827567492,153.797112237,-0.02160342524
2024-05-07 00:00:00.000,266.972741593,134.575858019,138.97742078,161.809543938,206.045414193,-0.00586204027,157.19301989,-0.01709989293
2024-05-06 00:00:00.000,275.708893002,136.46143571,140.287087742,164.391259201,207.260382904,0.003225704855,159.927767593,0.00116395146
2024-05-05 00:00:00.000,279.155457482,138.675723799,142.180199558,168.144601785,206.593971727,0.005330128987,159.74183585,0.001174199844
2024-05-04 00:00:00.000,275.920508875,137.805074893,141.503429985,166.840649495,205.498637482,0.0482349769,159.554486996,0.03078595782
2024-05-03 00:00:00.000,276.366120106,137.767278147,141.179350261,166.232322211,196.042530549,0.03594206556,154.789154611,0.02204556327
2024-05-02 00:00:00.000,264.442198444,133.582665528,138.032473298,160.162373763,189.240824431,-0.002366315254,151.450346417,0.007530402753
2024-05-01 00:00:00.000,257.631012271,132.364772394,137.676356853,159.501667846,189.689690038,-0.05642027608,150.318388411,-0.04546317862
2024-04-30 00:00:00.000,253.821327275,133.773039535,138.796124871,161.699273132,201.031969243,-0.01193471552,157.477831178,-0.03565475672
2024-04-29 00:00:00.000,262.225897079,141.02477903,144.051550802,172.178216002,203.460208956,-0.01666863578,163.300262303,-0.03272768201
2024-04-28 00:00:00.000,266.386698356,142.432771267,145.334290663,174.774634039,206.909101407,0.01016609383,168.825530584,0.04783142719
2024-04-27 00:00:00.000,268.547852953,141.996693138,145.01597235,174.167225678,204.82681281,-0.01663848311,161.118979831,0.003341155154
2024-04-26 00:00:00.000,262.47965034,137.936511961,141.629220789,167.507787876,208.292483783,0.0005095475551,160.582448955,-0.0008377144905
2024-04-25 00:00:00.000,265.983346976,139.051111802,142.325208944,168.908686583,208.18640291,-0.02662640309,160.717083985,-0.02368011313
2024-04-24 00:00:00.000,272.036760366,137.941594875,141.703998042,167.710410483,213.881292416,-0.009558649351,164.615190313,0.005377438036
2024-04-23 00:00:00.000,283.79556614,141.153936658,143.910788828,172.138242835,215.945439147,0.0091858062,163.734717018,0.003549350385
2024-04-22 00:00:00.000,290.352304678,141.152494061,143.444349203,171.246887147,213.979861608,0.01455104442,163.155620554,0.009612333366
2024-04-21 00:00:00.000,286.701855497,138.849700466,142.000171942,168.423954495,210.91088791,0.01248564863,161.602245894,0.02601557422
2024-04-20 00:00:00.000,290.410336999,139.369279094,142.15124316,168.760280455,208.310002414,0.006528145842,157.504671424,0.004656945478
2024-04-19 00:00:00.000,272.9163197,135.210185233,139.708193922,164.007149224,206.958944242,0.02388720707,156.77458075,0.01286418888
2024-04-18 00:00:00.000,272.933123615,136.087074035,139.673163156,163.976824752,202.13060854,-0.006421605817,154.78341763,-0.00686943964
2024-04-17 00:00:00.000,267.43691404,133.263507429,137.339470986,159.485586687,203.437000768,-0.004959837507,155.854047603,-0.00832464095
2024-04-16 00:00:00.000,277.562382733,136.658508514,140.075234532,164.87920752,204.451044728,-0.03305859128,157.162367886,-0.02935901405
2024-04-15 00:00:00.000,281.108877174,137.091648467,140.447186321,165.645130165,211.440985859,0.01448276193,161.916063881,0.03940990064
2024-04-14 00:00:00.000,286.219298235,139.260053506,141.928948487,168.610036481,208.422453089,-0.03477665559,155.776911285,-0.05016268276
2024-04-13 00:00:00.000,270.788050266,134.655831055,138.415636012,161.7884087,215.931840332,-0.04579080094,164.003780918,-0.07067747848
2024-04-12 00:00:00.000,296.668022336,141.111317114,144.108421397,173.208329122,226.294024983,-0.01121857973,176.476709775,-0.02549725823
2024-04-11 00:00:00.000,323.171674025,151.162887029,150.919616787,187.310586916,228.861526263,0.02112009151,181.094113142,0.01086860185
2024-04-10 00:00:00.000,331.532984948,152.666756865,151.700423767,188.970622019,224.127923997,-0.01839103272,179.147035342,-0.03022824203
2024-04-09 00:00:00.000,323.043515224,151.469809018,150.786076639,187.117613005,228.327095073,-0.009213109054,184.731132733,0.01456604105
2024-04-08 00:00:00.000,334.782687543,158.417774871,155.543794792,197.194986354,230.450258436,0.02281416196,182.078963083,0.05042991391
2024-04-07 00:00:00.000,321.26874485,149.316824567,149.229811516,184.218869173,225.309999613,0.02072296372,173.337564622,0.01611319001
2024-04-06 00:00:00.000,324.294190103,147.658183578,146.839515494,179.382575375,220.735701675,0.007344188685,170.588834321,0.011898429
2024-04-05 00:00:00.000,314.326177091,145.712384844,145.909859918,177.533701515,219.126396076,0.0111217644,168.582961918,-0.01085275897
2024-04-04 00:00:00.000,323.208911871,145.929275952,145.901592807,177.5566746,216.716130332,0.01169270501,170.43262613,0.005939448428
2024-04-03 00:00:00.000,319.228325523,145.595493297,145.645510289,177.076077667,214.211419396,-0.008275046944,169.426327197,-0.008984850379
2024-04-02 00:00:00.000,321.87065563,144.708063946,144.545241804,174.892715694,215.998819769,-0.04638335545,170.962398771,-0.05569785214
2024-04-01 00:00:00.000,346.097490111,152.104720655,150.41817925,187.084072301,226.504875941,-0.00804656322,181.046288158,-0.01436590802
2024-03-31 00:00:00.000,352.580201953,156.683954289,153.729646866,194.080295526,228.342246262,0.005066745292,183.685091285,0.02079645015
2024-03-30 00:00:00.000,333.950856671,152.554586227,150.313412627,187.023882819,227.19112669,-0.001239531694,179.942917374,-0.004671620771
2024-03-29 00:00:00.000,338.589750191,153.41644695,150.564624174,187.586723395,227.473086791,-0.002150830296,180.787487958,-0.00386806914
2024-03-28 00:00:00.000,328.778000762,154.826023805,151.630735015,189.852788473,227.963397372,0.007345086547,181.489501899,-0.003500191214
2024-03-27 00:00:00.000,333.924411552,152.115513664,150.080842554,186.680664933,226.301195506,-0.008615399599,182.126981159,-0.01340685285
2024-03-26 00:00:00.000,335.438519092,154.914499653,152.450210869,191.68466225,228.267813938,0.03272212644,184.601911827,0.02946933795
2024-03-25 00:00:00.000,324.449947966,155.28736853,152.416374248,191.663986473,221.035076227,0.04847084967,179.317542565,0.04169161324
2024-03-24 00:00:00.000,311.624016467,150.201333224,148.849626434,184.333734597,210.816615738,0.009146546598,172.140718315,0.002019429195
2024-03-23 00:00:00.000,296.654041233,147.162343632,146.269058175,179.102763203,208.905848659,-0.00586793676,171.793792914,-0.01870656295
2024-03-22 00:00:00.000,295.912388457,145.122295134,145.271645218,177.116969758,210.138930614,-0.02962209566,175.068727077,-0.02434606546
2024-03-21 00:00:00.000,307.843869717,150.792342016,149.762694426,186.465177398,216.553705186,0.0536195518,179.437319811,0.07469097605
2024-03-20 00:00:00.000,309.553771667,151.824098889,150.241811017,187.507695983,205.533111848,-0.01989883335,166.966433896,-0.02285194417
2024-03-19 00:00:00.000,282.870546052,139.440039781,141.201938786,169.435689147,209.706016932,-0.04432586999,170.871172389,-0.06286403781
2024-03-18 00:00:00.000,299.242537816,152.184487352,150.060208574,187.937292668,219.432555875,0.01308894441,182.33338521,-0.001783087876
2024-03-17 00:00:00.000,314.711406743,155.437624181,153.05410031,194.308647988,216.597522938,-0.02139900066,182.659082406,-0.02975636108
2024-03-16 00:00:00.000,303.835196123,151.384765837,150.172373111,188.321862106,221.333846057,-0.004892951782,188.26104607,-0.01226655889
2024-03-15 00:00:00.000,328.243026715,158.041693932,155.302041743,199.323212924,222.422146897,-0.05002372419,190.599040424,-0.05197119779
2024-03-14 00:00:00.000,335.83338493,163.538156397,158.833854849,207.033439622,234.13442268,-0.004638367118,201.047731862,-0.02017833677
2024-03-13 00:00:00.000,346.479628395,167.791978211,161.825086927,213.656579951,235.225484834,0.01154033866,205.188086166,0.001075789636
2024-03-12 00:00:00.000,333.785990755,166.572716238,161.003719143,211.909706588,232.541872868,0.01441882467,204.967584163,0.0112363858
2024-03-11 00:00:00.000,332.293958032,169.811675541,163.297381806,217.031326098,229.236551227,0.01963873849,202.690080223,0.009711951091
2024-03-10 00:00:00.000,303.64933038,162.996205987,158.667035538,206.996682687,224.821343651,0.01327746062,200.740498321,0.002138198545
2024-03-09 00:00:00.000,319.202625767,165.060139243,159.550216484,208.944800272,221.875401741,0.009082171692,200.312191086,-0.0008495809166
2024-03-08 00:00:00.000,281.409887738,164.516040791,158.948740052,207.650496678,219.878428105,0.013290968,200.482517207,0.02940854669
2024-03-07 00:00:00.000,271.728271699,162.549267798,158.24489453,206.138408241,216.994362972,0.01517571637,194.755054105,0.0171220968
2024-03-06 00:00:00.000,260.956660272,161.616743823,156.910227215,203.268610496,213.750545323,-0.01071254805,191.476573675,0.02175943265
2024-03-05 00:00:00.000,245.473406894,151.079874509,150.904513344,190.617332733,216.065153664,0.02471719334,187.39888036,0.04250789703
2024-03-04 00:00:00.000,258.422361286,152.823062978,152.107345092,193.174696526,210.853448218,0.04558506773,179.757756171,0.02605914901
2024-03-03 00:00:00.000,257.304825727,149.736267377,148.368685988,185.390037033,201.660730175,0.001143140755,175.192391534,0.002911763925
2024-03-02 00:00:00.000,257.493009767,147.726163213,146.800341271,182.156345625,201.430466799,0.004283407512,174.683753681,0.006475874467
2024-03-01 00:00:00.000,256.647122701,147.919894899,147.117494348,182.828538085,200.571338023,-0.005268543537,173.55980219,-0.01156079596
2024-02-29 00:00:00.000,250.542736255,145.290211989,145.004910136,178.501327844,201.633653706,0.0546926391,175.589759572,0.04176329338
2024-02-28 00:00:00.000,258.244725179,144.023635735,145.582395683,179.703739099,191.177643828,0.04818799122,168.550534165,0.02129991487
2024-02-27 00:00:00.000,266.556527975,140.9485857,142.001615673,172.456649789,182.38869881,0.07803169294,165.035296402,0.03902305079
2024-02-26 00:00:00.000,260.691282574,138.348847721,140.222183522,168.892145962,169.186768816,0.009002916818,158.836992381,0.02504937752
2024-02-25 00:00:00.000,256.651137179,136.163486317,138.626536877,165.720941345,167.677185066,0.01162166223,154.955454697,0.02592164381
2024-02-24 00:00:00.000,252.176527179,132.714551811,135.345715351,159.287099235,165.750884274,-0.0007963842993,151.04024331,0.0002077483747
2024-02-23 00:00:00.000,240.512012084,130.961867066,133.577174126,155.855379837,165.882990884,-0.008765774627,151.008871462,-0.003064509993
2024-02-22 00:00:00.000,229.737667298,132.260248283,134.734735947,158.130174687,167.349942766,0.001567396005,151.473062175,0.007063142231
2024-02-21 00:00:00.000,233.052618925,130.049121119,134.77728657,158.226202182,167.088049624,-0.007391233813,150.410690078,0.002877303627
2024-02-20 00:00:00.000,239.058622705,133.343682908,135.802395002,160.251968793,168.332232513,-0.005199371404,149.979154513,0.01091975299
2024-02-19 00:00:00.000,240.265713883,132.181768238,133.983982348,156.714113744,169.212028696,0.008754003887,148.359109682,0.03664789171
2024-02-18 00:00:00.000,236.252967773,129.291022466,131.953141974,152.800878491,167.743600565,0.002129922057,143.114273292,0.009029190863
2024-02-17 00:00:00.000,227.88986957,126.03977456,129.554108813,148.22969409,167.387079133,-0.006914335979,141.833630373,-0.01295376917
2024-02-16 00:00:00.000,229.075903311,125.683523331,130.067931869,149.223509736,168.552507802,-0.001511769727,143.695022525,0.004447678557
2024-02-15 00:00:00.000,228.750728974,126.512116486,130.565959562,150.18975768,168.807706182,0.02603178892,143.05874322,0.03668373396
2024-02-14 00:00:00.000,228.444762163,124.815086966,129.319900854,147.824448876,164.524830522,0.02145523603,137.99651575,0.0195951769
2024-02-13 00:00:00.000,222.999518695,120.697338898,125.285104199,140.291574391,161.06905591,0.02248363154,135.344417938,0.05009373953
2024-02-12 00:00:00.000,224.221962211,121.109240444,125.674853139,141.031767182,157.527270796,0.01140381817,128.887939088,0.003200931197
2024-02-11 00:00:00.000,219.33888865,116.057365438,121.328763912,133.082620402,155.751113419,0.01603872078,128.47669403,0.006848632501
2024-02-10 00:00:00.000,217.579343842,116.367863029,121.189616616,132.839565165,153.292497848,0.01533223772,127.602789419,0.01041096678
2024-02-09 00:00:00.000,205.311361629,116.156350225,120.927905201,132.373671007,150.977672286,0.04074612572,126.288009151,0.01732318503
2024-02-08 00:00:00.000,192.221878159,113.896200927,118.892366112,128.705328837,145.066763696,0.03632945234,124.137551379,0.01976515119
2024-02-07 00:00:00.000,193.372589567,113.5683273,118.962886789,128.843626807,139.981319037,0.00777323572,121.731509685,0.02184737727
2024-02-06 00:00:00.000,181.215872627,111.805267637,117.457673617,126.156694816,138.901604126,0.002986053222,119.128856611,0.01291567944
2024-02-05 00:00:00.000,178.273277004,109.136816932,115.195773517,122.159837534,138.488071374,-0.003509392106,117.609845546,0.001216628562
2024-02-04 00:00:00.000,176.300812796,108.665457643,114.95992497,121.753673396,138.975791921,-0.004165490496,117.466931922,-0.005180218484
2024-02-03 00:00:00.000,177.40120177,109.11846175,115.080384927,121.978350165,139.557115761,0.001973695512,118.078604894,0.00295417528
2024-02-02 00:00:00.000,180.051048957,109.381002173,115.358125297,122.478244489,139.282215078,0.01462709227,117.730807452,0.01322399064
2024-02-01 00:00:00.000,179.501423874,108.969899783,115.260595706,122.316513972,137.274291352,-0.01299908438,116.194255702,-0.01979895576
2024-01-31 00:00:00.000,181.760483664,108.578480965,114.668271141,121.281346774,139.082233035,-0.01057830105,118.54124864,-0.002652679512
2024-01-30 00:00:00.000,190.322365512,114.310156911,116.437810545,124.437389155,140.569216526,0.02525461603,118.85653694,0.02440849514
2024-01-29 00:00:00.000,187.245950197,112.794933765,115.562059199,122.893138399,137.106640954,0.002119694653,116.024552222,-0.002290713127
2024-01-28 00:00:00.000,185.48098008,110.145803123,113.82876031,119.857474982,136.816631471,0.01032765891,116.290941408,0.00360855735
2024-01-27 00:00:00.000,184.789967116,111.218660758,114.134875488,120.403774937,135.418079734,0.02527912111,115.872807736,0.01400971612
2024-01-26 00:00:00.000,180.240337198,110.854763613,114.07688149,120.312801522,132.079232812,0.02080057008,114.271890983,0.01036098394
2024-01-25 00:00:00.000,175.930063652,108.99052232,112.730769743,117.970465802,129.38789092,0.001577201156,113.100063046,-0.007207751295
2024-01-24 00:00:00.000,172.939605111,109.492984258,113.175875212,118.757983147,129.184141542,0.01160615234,113.921178568,-0.01574810868
2024-01-23 00:00:00.000,168.532224212,109.736265525,113.33340977,119.043768321,127.702012531,-0.034939179,115.743926501,-0.05703596384
2024-01-22 00:00:00.000,177.769280573,112.657262483,115.44584492,122.792056826,132.325351679,-0.01984505877,122.744794141,-0.02898855161
2024-01-21 00:00:00.000,188.177656107,117.589758906,119.617487906,130.366282863,135.004524399,0.001777462105,126.40921417,-0.0003564857783
2024-01-20 00:00:00.000,187.969863607,117.312057199,120.01207255,131.094529649,134.764984746,0.00731785396,126.454293328,0.001785942952
2024-01-19 00:00:00.000,183.97176859,117.888203236,120.589499757,132.158642934,133.785958639,-0.02481415964,126.228855792,-0.01465022143
2024-01-18 00:00:00.000,187.58223526,117.127276078,119.926868947,130.962204681,137.190218624,-0.01031458309,128.105631662,-0.01986094734
2024-01-17 00:00:00.000,198.522729527,119.401058315,121.65426722,134.14213907,138.620026405,-0.003753965212,130.701487013,0.005795376236
2024-01-16 00:00:00.000,198.144940651,122.116336791,123.368974757,137.329884308,139.142361992,0.007537979908,129.948387218,0.00877881749
2024-01-15 00:00:00.000,187.571942177,119.773497198,121.262789137,133.470406072,138.101356739,-0.006197331295,128.817521705,-0.01132040852
2024-01-14 00:00:00.000,183.950429539,118.359311614,120.410185548,131.922479623,138.962553722,-0.0002429444619,130.292485873,0.001129584559
2024-01-13 00:00:00.000,186.105730559,120.79311186,123.092929771,136.896611929,138.996322109,-0.05527093835,130.145475553,-0.02279340981
2024-01-12 00:00:00.000,185.223323886,119.979580914,121.228188056,133.479595306,147.128237874,-0.02718609429,133.181127573,-0.00002704889947
2024-01-11 00:00:00.000,190.260483264,123.601447929,124.026659926,138.697242311,151.23985894,0.01898150804,133.184730073,0.08582794979
2024-01-10 00:00:00.000,185.502062171,120.603343769,123.250480088,137.266019132,148.422574647,-0.01943290377,122.657305054,0.04922053741
2024-01-09 00:00:00.000,170.002024844,112.444560011,115.749240731,123.870872885,151.364017024,0.04480778128,116.903263595,0.01816498932
2024-01-08 00:00:00.000,175.25945463,111.283421638,115.587921477,123.593817483,144.872597369,0.01319270568,114.817603062,0.002755348745
2024-01-07 00:00:00.000,171.109918651,108.409951841,112.271114701,117.793113588,142.986222222,0.005681050272,114.502109817,-0.001318741071
2024-01-06 00:00:00.000,173.02213182,109.139729345,112.898949118,118.903632504,142.178499022,0.0008607326653,114.653307843,-0.0004730422241
2024-01-05 00:00:00.000,176.589775218,110.123628466,113.561564013,120.079394981,142.056226587,0.009696461574,114.707569367,0.001848748383
2024-01-04 00:00:00.000,178.667897536,110.72458563,113.68433293,120.306369058,140.6920119,-0.01616051736,114.495895266,-0.02742631874
2024-01-03 00:00:00.000,173.612461995,108.378124383,111.825080692,117.066245187,143.0030146,-0.0238848041,117.724649014,-0.030654864
2024-01-02 00:00:00.000,184.043064731,113.508263528,116.089848961,124.696985012,146.502190726,0.05792269335,121.447608949,0.03416891729
2024-01-01 00:00:00.000,184.564546546,113.204620938,115.889980128,124.350091433,138.480998325,0.006110216683,117.434982737,0.00086577639
2023-12-31 00:00:00.000,175.703984576,110.675207052,113.901690672,120.837966239,137.639988173,0.007757286396,117.333398251,-0.00009863677623
2023-12-30 00:00:00.000,179.366458424,111.618779231,114.254105035,121.472023377,136.580494164,-0.009493212441,117.344972781,-0.01947387426
2023-12-29 00:00:00.000,178.251415507,111.743471005,114.355237937,121.662240519,137.889508562,-0.01188466289,119.675518785,-0.01773217291
2023-12-28 00:00:00.000,182.330602871,113.795278414,115.858525274,124.356983358,139.547989373,0.005512116629,121.835934646,0.04726202758
2023-12-27 00:00:00.000,181.827185702,114.66916695,116.638953328,125.767530761,138.783001284,-0.0001339917394,116.337584518,0.01578348229
2023-12-26 00:00:00.000,174.39072311,109.421687085,112.204911378,117.99160104,138.801599552,-0.01125438821,114.529903809,-0.01504779392
2023-12-25 00:00:00.000,180.835129121,110.968996911,113.631406966,120.518640361,140.381507536,-0.008740975326,116.279656111,-0.008607776213
